TRANSACTION_DATE,TRANSACTION_TIME,TRANSACTION_ID,QUANTITY,PRODUCT,PRICE,CATEGORY
"Sunday, September 3, 2017",10:07:52,48906,1,Farm House Salad,6,Food
"Sunday, September 3, 2017",10:43:33,49071,1,Muffin,1.25,Pastry
"Sunday, September 3, 2017",11:06:46,49269,1,Acai Bowl,5.5,Food
"Sunday, September 3, 2017",11:23:41,49401,1,Coffee,2.5,Drink
"Sunday, September 3, 2017",11:37:08,49467,1,Bread,2.25,Side Order
"Sunday, September 3, 2017",12:03:57,49566,1,Donut,2.25,Pastry
"Sunday, September 3, 2017",12:21:08,49731,1,Bread,2.25,Side Order
"Sunday, September 3, 2017",12:58:29,49995,1,Milk,2.75,Drink
"Sunday, September 3, 2017",13:18:58,50061,1,Cake,1.75,Dessert
"Sunday, September 3, 2017",14:56:01,50622,1,Bread,2.25,Side Order
"Sunday, September 3, 2017",15:14:51,50721,1,Soup,2.5,Side Order
"Sunday, September 3, 2017",15:30:16,50787,1,Cake,1.75,Dessert
"Sunday, September 3, 2017",16:08:15,50820,1,Coffee,2.5,Drink
"Monday, September 4, 2017",8:21:22,51183,1,Coffee,2.5,Drink
"Monday, September 4, 2017",8:35:17,51216,1,Milk,2.75,Drink
"Monday, September 4, 2017",9:06:40,51348,1,Coffee,2.5,Drink
"Monday, September 4, 2017",9:12:43,51414,2,Bread,2.25,Side Order
"Monday, September 4, 2017",9:24:38,51480,1,Milk,2.75,Drink
"Monday, September 4, 2017",10:49:51,51876,1,Coffee,2.5,Drink
"Monday, September 4, 2017",11:18:02,52074,1,Farm House Salad,6,Food
"Monday, September 4, 2017",11:20:21,52107,1,Bread,2.25,Side Order
"Monday, September 4, 2017",11:21:08,52140,1,Tea,2.2,Drink
"Monday, September 4, 2017",11:48:21,52305,1,Donut,2.25,Pastry
"Monday, September 4, 2017",12:56:13,52503,1,Tea,2.2,Drink
"Monday, September 4, 2017",12:59:40,52569,1,Sandwich,5.5,Food
"Monday, September 4, 2017",14:14:44,52833,2,Strawberry-Frosted Donut,1.25,Pastry
"Monday, September 4, 2017",14:47:09,52998,1,Soup,2.5,Side Order
"Monday, September 4, 2017",14:47:09,52998,1,Munchkins,1,Snack
"Monday, September 4, 2017",15:35:42,53163,1,Soft Drink,2.25,Drink
"Monday, September 4, 2017",15:45:54,53229,1,Coffee,2.5,Drink
"Tuesday, September 5, 2017",8:42:03,53757,1,Bread,2.25,Side Order
"Tuesday, September 5, 2017",9:15:20,53988,1,Coffee,2.5,Drink
"Tuesday, September 5, 2017",9:40:29,54153,1,Donut,2.25,Pastry
"Tuesday, September 5, 2017",9:40:29,54153,1,Coffee,2.5,Drink
"Tuesday, September 5, 2017",10:04:52,54351,1,Coffee,2.5,Drink
"Tuesday, September 5, 2017",10:12:36,54417,1,Donut,2.25,Pastry
"Tuesday, September 5, 2017",10:20:39,54681,1,Donut,2.25,Pastry
"Tuesday, September 5, 2017",10:30:52,54714,1,Milk,2.75,Drink
"Tuesday, September 5, 2017",10:37:20,54846,1,Cheese Pizza,3.75,Food
"Tuesday, September 5, 2017",10:37:20,54846,1,Bread,2.25,Side Order
"Tuesday, September 5, 2017",10:38:19,54879,1,Bread,2.25,Side Order
"Tuesday, September 5, 2017",11:19:40,55275,1,Coffee,2.5,Drink
"Tuesday, September 5, 2017",11:52:03,55539,1,Bread,2.25,Side Order
"Tuesday, September 5, 2017",12:12:38,55638,1,Coffee,2.5,Drink
"Tuesday, September 5, 2017",12:12:38,55638,1,Soup,2.5,Side Order
"Tuesday, September 5, 2017",12:44:44,55737,1,Muffin,1.25,Pastry
"Tuesday, September 5, 2017",13:15:55,55902,1,Croissant,3.25,Pastry
"Tuesday, September 5, 2017",13:16:27,55935,1,Apple Pie,2.75,Dessert
"Tuesday, September 5, 2017",13:28:09,56034,1,Croissant,3.25,Pastry
"Tuesday, September 5, 2017",13:45:24,56133,1,Sandwich,5.5,Food
"Tuesday, September 5, 2017",13:45:24,56133,1,Coffee,2.5,Drink
"Tuesday, September 5, 2017",13:46:29,56166,2,Sandwich,5.5,Food
"Tuesday, September 5, 2017",14:20:31,56265,2,Coffee,2.5,Drink
"Tuesday, September 5, 2017",15:18:25,56628,1,White Chocolate Cookie,1.25,Pastry
"Tuesday, September 5, 2017",15:20:44,56661,1,White Chocolate Cookie,1.25,Pastry
"Tuesday, September 5, 2017",15:37:49,56727,1,Caramel bites,2.25,Snack
"Wednesday, September 6, 2017",10:25:50,57090,1,Bread,2.25,Side Order
"Wednesday, September 6, 2017",10:28:22,57123,1,Coffee,2.5,Drink
"Wednesday, September 6, 2017",10:28:22,57123,1,Cake,1.75,Dessert
"Wednesday, September 6, 2017",10:56:31,57255,1,Bread,2.25,Side Order
"Wednesday, September 6, 2017",11:35:51,57684,1,Cake,1.75,Dessert
"Wednesday, September 6, 2017",11:45:56,57717,1,Coffee,2.5,Drink
"Wednesday, September 6, 2017",12:25:09,58080,1,Milk,2.75,Drink
"Wednesday, September 6, 2017",12:52:15,58245,1,Sandwich,5.5,Food
"Wednesday, September 6, 2017",12:55:17,58311,2,Coffee,2.5,Drink
"Wednesday, September 6, 2017",12:58:31,58377,1,Bread,2.25,Side Order
"Wednesday, September 6, 2017",13:43:04,58476,1,Munchkins,1,Snack
"Wednesday, September 6, 2017",13:52:42,58542,2,Sandwich,5.5,Food
"Wednesday, September 6, 2017",14:13:23,58575,1,Juice,1.25,Drink
"Wednesday, September 6, 2017",14:41:25,58806,1,Croissant,3.25,Pastry
"Wednesday, September 6, 2017",14:53:23,58905,1,Coffee,2.5,Drink
"Wednesday, September 6, 2017",15:03:32,58938,1,Bread,2.25,Side Order
"Wednesday, September 6, 2017",15:17:25,59136,1,Tea,2.2,Drink
"Wednesday, September 6, 2017",15:22:18,59169,1,Cookies,1.25,Pastry
"Wednesday, September 6, 2017",15:50:16,59301,1,Bread,2.25,Side Order
"Thursday, September 7, 2017",9:50:03,59697,1,Croissant,3.25,Pastry
"Thursday, September 7, 2017",10:00:47,59796,1,Tea,2.2,Drink
"Thursday, September 7, 2017",11:11:37,59994,1,Coffee,2.5,Drink
"Thursday, September 7, 2017",12:02:47,60093,2,Coffee,2.5,Drink
"Saturday, September 16, 2017",14:10:25,77583,1,Milk,2.75,Drink
"Saturday, September 16, 2017",15:40:15,77781,1,Coffee,2.5,Drink
"Saturday, September 16, 2017",16:06:58,77979,1,Hot chocolate,3.5,Drink
"Sunday, September 17, 2017",9:09:02,78177,1,Jam,1,Side Order
"Sunday, September 17, 2017",10:48:45,78375,1,Donut,2.25,Pastry
"Sunday, September 17, 2017",12:05:24,78705,1,Acai Bowl,5.5,Food
"Monday, September 18, 2017",8:36:55,79893,1,Bread,2.25,Side Order
"Monday, September 18, 2017",8:59:08,79959,1,Bread,2.25,Side Order
"Monday, September 18, 2017",9:22:48,80190,2,Coffee,2.5,Drink
"Monday, September 18, 2017",10:36:35,80487,1,Coffee,2.5,Drink
"Monday, September 18, 2017",10:38:59,80520,2,Coffee,2.5,Drink
"Monday, September 18, 2017",11:14:50,80652,1,Coffee,2.5,Drink
"Monday, September 18, 2017",11:25:58,80718,2,Hot chocolate,3.5,Drink
"Monday, September 18, 2017",13:35:49,81246,1,Sandwich,5.5,Food
"Monday, September 18, 2017",13:40:42,81312,1,Coffee,2.5,Drink
"Monday, September 18, 2017",14:05:12,81444,1,Bread,2.25,Side Order
"Monday, September 18, 2017",15:26:21,81642,1,Truffles,4.75,Side Order
"Monday, September 18, 2017",15:52:51,81741,1,Hot chocolate,3.5,Drink
"Tuesday, September 19, 2017",8:30:02,82038,1,Bread,2.25,Side Order
"Tuesday, September 19, 2017",9:35:23,82137,1,Donut,2.25,Pastry
"Tuesday, September 19, 2017",9:35:23,82137,1,Bread,2.25,Side Order
"Tuesday, September 19, 2017",9:54:59,82269,1,Milk,2.75,Drink
"Tuesday, September 19, 2017",9:54:59,82269,1,Coffee,2.5,Drink
"Tuesday, September 19, 2017",10:08:42,82467,1,Bread,2.25,Side Order
"Tuesday, September 19, 2017",10:49:34,82665,1,Bread,2.25,Side Order
"Tuesday, September 19, 2017",11:16:59,82896,1,Croissant,3.25,Pastry
"Tuesday, September 19, 2017",11:20:05,82962,1,Coffee,2.5,Drink
"Tuesday, September 19, 2017",11:23:10,83061,1,Tea,2.2,Drink
"Tuesday, September 19, 2017",11:31:42,83160,1,Bread,2.25,Side Order
"Tuesday, September 19, 2017",12:47:27,83490,2,Sandwich,5.5,Food
"Tuesday, September 19, 2017",12:50:18,83556,1,Coffee,2.5,Drink
"Tuesday, September 19, 2017",13:17:24,83688,1,Coffee,2.5,Drink
"Tuesday, September 19, 2017",13:45:20,83919,1,Muffin,1.25,Pastry
"Tuesday, September 19, 2017",14:07:07,84084,1,Coffee,2.5,Drink
"Tuesday, September 19, 2017",14:12:03,84117,1,Jam,1,Side Order
"Tuesday, September 19, 2017",14:37:36,84315,1,Coffee,2.5,Drink
"Tuesday, September 19, 2017",15:37:11,84579,1,Tea,2.2,Drink
"Tuesday, September 19, 2017",16:03:05,84843,1,Coffee,2.5,Drink
"Saturday, September 23, 2017",13:23:02,91575,1,Bread,2.25,Side Order
"Saturday, September 23, 2017",13:35:04,91608,1,Sandwich,5.5,Food
"Saturday, September 23, 2017",14:01:10,91674,1,Milk,2.75,Drink
"Saturday, September 23, 2017",14:45:54,91806,1,Bread,2.25,Side Order
"Saturday, September 23, 2017",14:47:44,91839,1,Tea,2.2,Drink
"Saturday, September 23, 2017",16:25:57,91971,2,Coffee,2.5,Drink
"Sunday, September 24, 2017",9:04:24,92136,1,Donut,2.25,Pastry
"Sunday, September 24, 2017",9:26:36,92235,1,Coffee,2.5,Drink
"Sunday, September 24, 2017",9:28:20,92268,1,Coffee,2.5,Drink
"Sunday, September 24, 2017",9:32:00,92301,1,Toast,2,Side Order
"Sunday, September 24, 2017",10:09:16,92400,1,Coffee,2.5,Drink
"Sunday, September 24, 2017",11:03:36,92598,1,Bread,2.25,Side Order
"Monday, September 25, 2017",9:17:08,93489,1,Toast,2,Side Order
"Monday, September 25, 2017",10:56:23,93984,1,Fudge,2.5,Snack
"Monday, September 25, 2017",12:06:09,94380,1,Milk,2.75,Drink
"Monday, September 25, 2017",13:42:26,94710,1,Sandwich,5.5,Food
"Monday, September 25, 2017",13:43:48,94743,1,Coffee,2.5,Drink
"Monday, September 25, 2017",13:43:48,94743,1,Brownie,2.25,Pastry
"Monday, September 25, 2017",13:52:06,94842,1,Coffee,2.5,Drink
"Monday, September 25, 2017",14:49:47,94941,1,Scone,1.75,Pastry
"Monday, September 25, 2017",16:16:09,95271,1,Scone,1.75,Pastry
"Tuesday, September 19, 2017",16:22:47,84975,1,Tea,2.2,Drink
"Wednesday, September 20, 2017",11:35:33,85404,1,Bread,2.25,Side Order
"Wednesday, September 20, 2017",12:06:34,85635,1,Munchkins,1,Snack
"Wednesday, September 20, 2017",12:33:58,85734,2,Milk,2.75,Drink
"Wednesday, September 20, 2017",13:11:13,85899,1,Coffee,2.5,Drink
"Wednesday, September 20, 2017",13:14:33,85932,1,Cake,1.75,Dessert
"Wednesday, September 20, 2017",13:18:31,85998,1,Coffee,2.5,Drink
"Wednesday, September 20, 2017",14:07:44,86163,1,Hot chocolate,3.5,Drink
"Wednesday, September 20, 2017",14:27:31,86262,1,Crepes,4.75,Food
"Wednesday, September 20, 2017",14:40:52,86328,1,Cake,1.75,Dessert
"Wednesday, September 20, 2017",16:15:01,86658,1,Tea,2.2,Drink
"Thursday, September 21, 2017",8:36:11,86790,1,Coffee,2.5,Drink
"Thursday, September 21, 2017",9:04:44,86823,1,Milk,2.75,Drink
"Thursday, September 21, 2017",10:52:01,87450,1,Sandwich,5.5,Food
"Thursday, September 21, 2017",11:09:34,87582,1,Coffee,2.5,Drink
"Thursday, September 21, 2017",12:56:06,87780,1,Juice,1.25,Drink
"Thursday, September 21, 2017",12:58:48,87813,1,Munchkins,1,Snack
"Thursday, September 21, 2017",13:46:47,87978,1,Coffee,2.5,Drink
"Thursday, September 21, 2017",13:50:44,88011,1,Tea,2.2,Drink
"Thursday, September 21, 2017",13:52:34,88044,1,Coffee,2.5,Drink
"Thursday, September 21, 2017",14:12:21,88110,1,Muffin,1.25,Pastry
"Thursday, September 21, 2017",14:39:46,88209,1,Sandwich,5.5,Food
"Thursday, September 21, 2017",15:01:39,88341,1,Coffee,2.5,Drink
"Thursday, September 21, 2017",15:13:04,88374,1,Bread,2.25,Side Order
"Friday, September 22, 2017",8:58:58,88605,1,Coffee,2.5,Drink
"Friday, September 22, 2017",9:53:52,88902,1,Croissant,3.25,Pastry
"Friday, September 22, 2017",10:25:37,89034,1,Bread,2.25,Side Order
"Friday, September 22, 2017",11:07:06,89397,1,Croissant,3.25,Pastry
"Friday, September 22, 2017",12:24:06,89694,1,Farm House Salad,6,Food
"Friday, September 22, 2017",12:39:43,89793,1,Bread,2.25,Side Order
"Friday, September 22, 2017",12:50:14,89892,1,Cookies,1.25,Pastry
"Friday, September 22, 2017",13:14:28,89991,1,Coffee,2.5,Drink
"Friday, September 22, 2017",14:29:07,90222,1,Sandwich,5.5,Food
"Friday, September 22, 2017",15:09:18,90255,1,Sandwich,5.5,Food
"Saturday, September 23, 2017",9:25:00,90684,1,Coffee,2.5,Drink
"Saturday, September 23, 2017",12:59:27,91509,1,Jam,1,Side Order
"Saturday, September 23, 2017",13:08:22,91542,1,Bread,2.25,Side Order
"Monday, September 11, 2017",13:12:29,67485,1,Hot chocolate,3.5,Drink
"Monday, September 11, 2017",13:12:29,67485,1,Milk,2.75,Drink
"Monday, September 11, 2017",13:40:22,67617,1,Bread,2.25,Side Order
"Monday, September 11, 2017",13:57:31,67650,1,Water,1.25,Drink
"Monday, September 11, 2017",14:13:06,67683,1,Sandwich,5.5,Food
"Monday, September 11, 2017",15:31:28,67881,1,Tea,2.2,Drink
"Monday, September 11, 2017",15:53:37,67947,1,Bread,2.25,Side Order
"Monday, September 11, 2017",16:02:01,68013,1,Coffee,2.5,Drink
"Monday, September 11, 2017",17:12:09,68178,1,Tea,2.2,Drink
"Tuesday, September 12, 2017",9:15:06,68409,1,Coffee,2.5,Drink
"Tuesday, September 12, 2017",10:20:35,68739,1,Cake,1.75,Dessert
"Tuesday, September 12, 2017",10:36:58,69069,1,Bread,2.25,Side Order
"Tuesday, September 12, 2017",10:40:28,69102,1,Coffee,2.5,Drink
"Tuesday, September 12, 2017",10:59:13,69333,1,Eclair,1.75,Pastry
"Tuesday, September 12, 2017",11:06:13,69432,1,Milk,2.75,Drink
"Tuesday, September 12, 2017",11:55:23,69729,1,Fudge,2.5,Snack
"Tuesday, September 12, 2017",12:16:32,69828,1,Coffee,2.5,Drink
"Tuesday, September 12, 2017",13:11:47,70059,1,Coffee,2.5,Drink
"Tuesday, September 12, 2017",13:12:49,70092,2,Coffee,2.5,Drink
"Tuesday, September 12, 2017",13:21:09,70224,1,Bread,2.25,Side Order
"Tuesday, September 12, 2017",13:57:23,70455,1,Coffee,2.5,Drink
"Tuesday, September 12, 2017",14:09:08,70488,1,Tea,2.2,Drink
"Tuesday, September 12, 2017",14:25:35,70653,1,Milk,2.75,Drink
"Tuesday, September 12, 2017",14:54:40,70818,1,Coffee,2.5,Drink
"Tuesday, September 12, 2017",16:47:49,71148,3,Coffee,2.5,Drink
"Wednesday, September 13, 2017",9:28:07,71214,1,Ceasar Salar,6,Food
"Wednesday, September 13, 2017",10:08:03,71412,1,Coffee,2.5,Drink
"Wednesday, September 13, 2017",10:48:12,71577,1,Coffee,2.5,Drink
"Wednesday, September 13, 2017",11:02:01,71742,1,Coffee,2.5,Drink
"Wednesday, September 13, 2017",11:08:29,71775,2,Coffee,2.5,Drink
"Wednesday, September 13, 2017",11:14:35,71808,1,Brownie,2.25,Pastry
"Wednesday, September 13, 2017",11:14:35,71808,1,Coffee,2.5,Drink
"Wednesday, September 13, 2017",11:32:05,72171,1,Hot chocolate,3.5,Drink
"Wednesday, September 13, 2017",11:49:49,72270,2,Coffee,2.5,Drink
"Wednesday, September 13, 2017",11:59:45,72336,1,Coffee,2.5,Drink
"Wednesday, September 13, 2017",12:58:50,72633,1,Tea,2.2,Drink
"Wednesday, September 13, 2017",13:16:59,72699,1,Danish Pastry,1.75,Pastry
"Wednesday, September 13, 2017",13:38:04,72732,1,Coffee,2.5,Drink
"Wednesday, September 13, 2017",14:00:18,72831,2,Coffee,2.5,Drink
"Wednesday, September 13, 2017",14:00:18,72831,1,Danish Pastry,1.75,Pastry
"Thursday, September 14, 2017",9:52:24,73392,1,Coffee,2.5,Drink
"Thursday, September 14, 2017",10:12:36,73425,1,Coffee,2.5,Drink
"Thursday, September 14, 2017",10:12:36,73425,1,Milk,2.75,Drink
"Thursday, September 14, 2017",10:20:40,73458,1,Bread,2.25,Side Order
"Thursday, September 14, 2017",11:11:09,73623,1,Coffee,2.5,Drink
"Thursday, September 14, 2017",12:56:40,73854,1,Cookies,1.25,Pastry
"Thursday, September 14, 2017",13:58:40,74052,1,Lemon Pie,2.75,Dessert
"Thursday, September 14, 2017",14:09:14,74118,1,Coffee,2.5,Drink
"Thursday, September 14, 2017",15:08:12,74217,1,Bread,2.25,Side Order
"Thursday, September 14, 2017",15:28:16,74349,1,Bread,2.25,Side Order
"Thursday, September 14, 2017",16:14:13,74448,1,Cake,1.75,Dessert
"Thursday, September 14, 2017",16:25:25,74514,1,Bread,2.25,Side Order
"Thursday, September 14, 2017",16:45:21,74547,1,Juice Pouch,1.25,Drink
"Friday, September 15, 2017",9:10:16,74745,1,Coffee,2.5,Drink
"Friday, September 15, 2017",9:10:16,74745,1,Croissant,3.25,Pastry
"Friday, September 15, 2017",10:48:08,75174,1,Bread,2.25,Side Order
"Friday, September 15, 2017",10:59:58,75273,2,Bread,2.25,Side Order
"Friday, September 15, 2017",10:59:58,75273,1,Coffee,2.5,Drink
"Friday, September 15, 2017",11:03:17,75339,1,Coffee,2.5,Drink
"Friday, September 15, 2017",11:26:28,75372,1,Farm House Salad,6,Food
"Friday, September 15, 2017",12:00:52,75603,1,Croissant,3.25,Pastry
"Friday, September 15, 2017",12:10:51,75669,1,Milk,2.75,Drink
"Friday, September 15, 2017",12:27:35,75801,1,Muffin,1.25,Pastry
"Friday, September 15, 2017",13:39:51,75999,1,Sandwich,5.5,Food
"Friday, September 15, 2017",16:02:02,76329,1,Coffee,2.5,Drink
"Saturday, September 16, 2017",11:04:30,76692,1,Smoothies,4.75,Drink
"Saturday, September 16, 2017",11:06:28,76758,1,Coffee,2.5,Drink
"Saturday, September 16, 2017",12:08:10,77220,1,Hot chocolate,3.5,Drink
"Saturday, September 16, 2017",12:26:51,77319,2,Bread,2.25,Side Order
"Saturday, September 16, 2017",12:41:41,77418,1,Milk,2.75,Drink
"Wednesday, October 4, 2017",13:17:20,112761,1,Omelette,5,Food
"Wednesday, October 4, 2017",13:43:08,112827,1,Omelette,5,Food
"Wednesday, October 4, 2017",14:06:13,112893,1,Milk,2.75,Drink
"Wednesday, October 4, 2017",14:40:46,113157,1,Tea,2.2,Drink
"Thursday, October 5, 2017",10:39:13,113949,1,Coffee,2.5,Drink
"Thursday, October 5, 2017",12:25:23,114411,1,Coffee,2.5,Drink
"Thursday, October 5, 2017",12:41:03,114576,1,Bread,2.25,Side Order
"Thursday, October 5, 2017",12:55:47,114642,1,Tea,2.2,Drink
"Thursday, October 5, 2017",13:37:24,114807,1,Sandwich,5.5,Food
"Thursday, October 5, 2017",14:14:17,115038,1,Soft Drink,2.25,Drink
"Thursday, October 5, 2017",14:33:54,115137,1,Milk,2.75,Drink
"Thursday, October 5, 2017",14:39:57,115170,1,Brownie,2.25,Pastry
"Thursday, October 5, 2017",14:46:31,115236,1,Tea,2.2,Drink
"Thursday, October 5, 2017",15:31:34,115533,1,Tea,2.2,Drink
"Thursday, October 5, 2017",16:26:14,115830,1,Bread,2.25,Side Order
"Friday, October 6, 2017",8:58:05,115962,1,Coffee,2.5,Drink
"Friday, October 6, 2017",9:11:04,115995,1,Milk,2.75,Drink
"Friday, October 6, 2017",9:26:17,116028,1,Bread,2.25,Side Order
"Friday, October 6, 2017",9:32:46,116061,1,Croissant,3.25,Pastry
"Friday, October 6, 2017",10:49:36,116325,2,Coffee,2.5,Drink
"Friday, October 6, 2017",11:24:08,116424,1,Milk,2.75,Drink
"Friday, October 6, 2017",11:43:24,116490,1,Coffee,2.5,Drink
"Friday, October 6, 2017",11:43:24,116490,1,Bread,2.25,Side Order
"Friday, October 6, 2017",12:46:12,116754,1,Juice,1.25,Drink
"Friday, October 6, 2017",14:52:12,117315,1,Bread,2.25,Side Order
"Saturday, October 7, 2017",8:29:11,117810,1,Bread,2.25,Side Order
"Saturday, October 7, 2017",10:39:01,118371,1,Donut,2.25,Pastry
"Saturday, October 7, 2017",10:54:09,118437,1,Coffee,2.5,Drink
"Saturday, October 7, 2017",11:22:56,118536,2,Coffee,2.5,Drink
"Saturday, October 7, 2017",11:54:03,118734,1,Juice,1.25,Drink
"Saturday, October 7, 2017",12:25:19,118932,1,Milk,2.75,Drink
"Saturday, October 7, 2017",12:32:37,118965,1,Bread,2.25,Side Order
"Saturday, October 7, 2017",14:23:02,119361,1,Coffee,2.5,Drink
"Saturday, October 7, 2017",14:43:08,119460,1,Coffee,2.5,Drink
"Monday, September 25, 2017",16:18:01,95304,1,Munchkins,1,Snack
"Tuesday, September 26, 2017",9:10:23,95469,1,Toast,2,Side Order
"Tuesday, September 26, 2017",9:14:48,95502,1,Bread,2.25,Side Order
"Tuesday, September 26, 2017",9:18:42,95568,1,Cheese Pizza,3.75,Food
"Tuesday, September 26, 2017",9:54:44,95700,1,Donut,2.25,Pastry
"Tuesday, September 26, 2017",10:12:50,95799,1,Coffee,2.5,Drink
"Tuesday, September 26, 2017",10:39:51,95997,1,Farm House Salad,6,Food
"Tuesday, September 26, 2017",10:48:51,96096,1,Donut,2.25,Pastry
"Tuesday, September 26, 2017",11:37:09,96294,1,Farm House Salad,6,Food
"Tuesday, September 26, 2017",11:37:09,96294,1,Eclair,1.75,Pastry
"Tuesday, September 26, 2017",12:02:49,96525,1,Bread,2.25,Side Order
"Tuesday, September 26, 2017",12:14:43,96624,1,Coffee,2.5,Drink
"Tuesday, September 26, 2017",13:15:28,96921,1,Coffee,2.5,Drink
"Tuesday, September 26, 2017",13:15:28,96921,1,Milk,2.75,Drink
"Tuesday, September 26, 2017",13:16:19,96954,1,Tea,2.2,Drink
"Tuesday, September 26, 2017",13:29:46,97086,1,Omelette,5,Food
"Tuesday, September 26, 2017",13:54:17,97152,1,Water,1.25,Drink
"Tuesday, September 26, 2017",13:58:17,97185,1,Tea,2.2,Drink
"Tuesday, September 26, 2017",14:00:50,97218,2,Bread,2.25,Side Order
"Tuesday, September 26, 2017",15:33:13,97548,1,Bread,2.25,Side Order
"Tuesday, September 26, 2017",16:44:50,97944,1,Coffee,2.5,Drink
"Tuesday, September 26, 2017",16:45:57,97977,1,Coffee,2.5,Drink
"Wednesday, September 27, 2017",9:35:17,98307,1,Scone,1.75,Pastry
"Wednesday, September 27, 2017",11:00:41,98571,1,Coffee,2.5,Drink
"Wednesday, September 27, 2017",12:00:39,98868,1,Bread,2.25,Side Order
"Wednesday, September 27, 2017",12:07:29,98934,1,Milk,2.75,Drink
"Wednesday, September 27, 2017",13:33:11,99198,1,Coffee,2.5,Drink
"Wednesday, September 27, 2017",13:43:48,99297,1,Coffee,2.5,Drink
"Wednesday, September 27, 2017",14:21:33,99429,1,Tea,2.2,Drink
"Wednesday, September 27, 2017",14:32:11,99528,1,Milk,2.75,Drink
"Wednesday, September 27, 2017",15:26:13,99660,1,Tea,2.2,Drink
"Wednesday, September 27, 2017",15:48:13,99726,1,Bread,2.25,Side Order
"Thursday, September 28, 2017",8:54:59,99825,1,Croissant,3.25,Pastry
"Thursday, September 28, 2017",9:02:23,99891,1,Donut,2.25,Pastry
"Thursday, September 28, 2017",10:36:09,100089,1,Tea,2.2,Drink
"Thursday, September 28, 2017",11:29:00,100221,2,Coffee,2.5,Drink
"Thursday, September 28, 2017",11:29:00,100221,1,Danish Pastry,1.75,Pastry
"Thursday, September 28, 2017",12:17:22,100386,1,Pie,2.75,Dessert
"Thursday, September 28, 2017",12:55:45,100518,1,Pie,2.75,Dessert
"Thursday, September 28, 2017",13:24:02,100617,1,Coffee,2.5,Drink
"Thursday, September 28, 2017",15:46:25,101112,1,Juice,1.25,Drink
"Thursday, September 28, 2017",15:53:25,101145,1,Bread,2.25,Side Order
"Friday, September 29, 2017",9:04:03,101310,1,Jam,1,Side Order
"Friday, September 29, 2017",11:35:13,101904,1,Coffee,2.5,Drink
"Friday, September 29, 2017",13:56:44,102135,1,Danish Pastry,1.75,Pastry
"Friday, September 29, 2017",14:59:06,102300,1,Donut,2.25,Pastry
"Friday, September 29, 2017",15:17:44,102399,1,Bread,2.25,Side Order
"Friday, September 29, 2017",16:26:23,102564,1,Tea,2.2,Drink
"Saturday, September 30, 2017",8:57:26,102762,1,Coffee,2.5,Drink
"Saturday, September 30, 2017",10:49:17,103125,1,Croissant,3.25,Pastry
"Saturday, September 30, 2017",11:11:00,103257,1,Pie,2.75,Dessert
"Saturday, September 30, 2017",11:15:38,103290,1,Coffee,2.5,Drink
"Saturday, September 30, 2017",11:18:35,103323,1,Croissant,3.25,Pastry
"Saturday, September 30, 2017",11:31:16,103356,1,Milk,2.75,Drink
"Saturday, September 30, 2017",11:33:23,103389,1,Bread,2.25,Side Order
"Saturday, September 30, 2017",11:53:10,103488,1,Donut,2.25,Pastry
"Saturday, September 30, 2017",12:02:26,103554,1,Farm House Salad,6,Food
"Saturday, September 30, 2017",12:42:07,103785,1,Milk,2.75,Drink
"Saturday, September 30, 2017",13:16:41,103983,1,Milk,2.75,Drink
"Saturday, September 30, 2017",15:18:35,104181,1,Toast,2,Side Order
"Saturday, September 30, 2017",15:18:35,104181,1,Donut,2.25,Pastry
"Saturday, September 30, 2017",15:33:41,104214,1,Tea,2.2,Drink
"Saturday, September 30, 2017",15:34:42,104247,1,Bread,2.25,Side Order
"Sunday, October 1, 2017",9:31:22,104610,1,Coffee,2.5,Drink
"Sunday, October 1, 2017",10:31:54,104775,1,Bread,2.25,Side Order
"Sunday, October 1, 2017",10:49:06,104808,1,Coffee,2.5,Drink
"Sunday, October 1, 2017",11:04:15,104973,1,Caramel,1,Side Order
"Sunday, October 1, 2017",11:26:29,105039,2,Bread,2.25,Side Order
"Sunday, October 1, 2017",12:04:56,105138,1,Coffee,2.5,Drink
"Sunday, October 1, 2017",13:00:21,105369,1,Coffee,2.5,Drink
"Sunday, October 1, 2017",13:00:43,105402,1,Coffee,2.5,Drink
"Sunday, October 1, 2017",13:25:15,105534,1,Bread,2.25,Side Order
"Sunday, October 1, 2017",13:54:32,105567,1,Coffee,2.5,Drink
"Sunday, October 1, 2017",14:02:14,105666,1,Bread,2.25,Side Order
"Sunday, October 1, 2017",14:20:56,105699,1,Milk,2.75,Drink
"Sunday, October 1, 2017",16:15:08,105963,1,Cookies,1.25,Pastry
"Sunday, October 1, 2017",16:44:47,106029,2,Bread,2.25,Side Order
"Sunday, October 1, 2017",19:04:29,106227,1,Tea,2.2,Drink
"Sunday, October 1, 2017",19:04:29,106227,1,Croissant,3.25,Pastry
"Sunday, October 1, 2017",19:17:17,106293,1,Coffee,2.5,Drink
"Monday, October 2, 2017",11:40:42,107448,1,Tea,2.2,Drink
"Monday, October 2, 2017",12:24:46,107613,1,Truffles,4.75,Side Order
"Monday, October 2, 2017",12:42:45,107745,1,Bread,2.25,Side Order
"Monday, October 2, 2017",13:01:59,107910,1,Bread,2.25,Side Order
"Monday, October 2, 2017",13:03:36,107943,1,Milk,2.75,Drink
"Monday, October 2, 2017",13:18:41,108141,1,Jam,1,Side Order
